@relation InstanceResultListener

@attribute Key_Dataset {'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100'}
@attribute Key_Run {1,2}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.rules.FURIA,weka.classifiers.trees.RandomForest,weka.classifiers.trees.LMT,weka.classifiers.functions.Dl4jMlpClassifier,weka.classifiers.functions.Logistic,weka.classifiers.functions.NeuralNetwork,weka.classifiers.functions.MultilayerPerceptron,weka.classifiers.functions.SMO,weka.classifiers.lazy.IBk,weka.classifiers.misc.HyperPipes}
@attribute Key_Scheme_options {'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0','-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1','-I -1 -M 15 -W 0.0','-S 1 -iterator \"weka.dl4j.iterators.DefaultInstancesIterator -bs 1\" -layer \"weka.dl4j.layers.OutputLayer -activation \\\"weka.dl4j.activations.ActivationSoftmax \\\" -adamMeanDecay 0.9 -adamVarDecay 0.999 -biasInit 1.0 -l1Bias 0.0 -l2Bias 0.0 -blr 0.01 -dist \\\"weka.dl4j.distribution.NormalDistribution -mean 0.001 -std 1.0\\\" -dropout 0.0 -epsilon 1.0E-6 -gradientNormalization None -gradNormThreshold 1.0 -L1 0.0 -L2 0.0 -name \\\"Output layer\\\" -lr 0.01 -lossFn \\\"weka.dl4j.lossfunctions.LossMCXENT \\\" -momentum 0.9 -rho 0.0 -rmsDecay 0.95 -updater NESTEROVS -weightInit XAVIER\" -logFile /Users/enterprise -numEpochs 10 -algorithm STOCHASTIC_GRADIENT_DESCENT','-R 1.0E-8 -M -1 -num-decimal-places 4','-lr 0.0 -wp 1.0E-8 -mi 1000 -bs 0 -th 0 -hl 100 -di 0.2 -dh 0.5 -iw 0','-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a','-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',''}
@attribute Key_Scheme_version_ID {-6589312996832147161,1116839470751428698,-1113212459618104943,-6363254116597574265,3932117032546553727,2378254486583093360,-5990607817048210779,-6585883636378691736,-3080186098777067172,-7527596632268975274}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureNumRules numeric
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureKValue numeric
@attribute measurePureNodes numeric
@attribute measurePureTrainNodes numeric
@attribute measurePureTestNodes numeric
@attribute measureEstimatedMetricValue numeric

@data
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,10,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.0949,2500,277,223,54,0,80.505415,19.494585,0,0.7401,0.122087,0.299367,32.588477,69.172671,553.363447,36590.701699,-36037.338252,1.997702,132.096396,-130.098694,400.706398,1.446593,20054.539907,0.72,54,0.089109,18,0.910891,184,0.28,21,0.75,0.72,0.734694,0.639172,0.865611,0.700176,0.805054,0.065077,0.934923,0.194946,0.808916,0.805054,0.805657,0.741021,0.897643,0.763108,0.807013,0.805054,8.996,0.001,8.946106,0.001709,8946.106,1.709,4104863,2079806,236939,87.725632,35.649819,?,39,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,1,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.095,2499,278,225,53,0,80.935252,19.064748,0,0.745623,0.112106,0.290463,29.921441,67.108673,555.480004,38722.730211,-38167.250208,1.99813,139.290396,-137.292267,411.748176,1.481109,20607.650494,0.733333,55,0.093596,19,0.906404,184,0.266667,20,0.743243,0.733333,0.738255,0.642465,0.855205,0.664587,0.809353,0.06428,0.93572,0.190647,0.809246,0.809353,0.80928,0.744929,0.897391,0.771704,0.81038,0.809353,9.994,0.002,9.937104,0.001579,9937.104,1.579,4276609,2078977,237768,87.05036,34.71223,?,42,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,2,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.095,2499,278,233,45,0,83.81295,16.18705,0,0.783609,0.08671,0.258781,23.143362,59.78894,555.480004,34401.025456,-33845.545452,1.99813,123.744696,-121.746566,444.718202,1.599706,22257.772581,0.84,63,0.098522,20,0.901478,183,0.16,12,0.759036,0.84,0.797468,0.719152,0.909163,0.778911,0.838129,0.05564,0.94436,0.161871,0.840981,0.838129,0.836608,0.784597,0.918436,0.815833,0.836482,0.838129,8.3,0.001,8.255407,0.001154,8255.407,1.154,3939637,2078977,237768,88.489209,30.665468,?,36,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,3,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.095,2499,278,224,54,0,80.57554,19.42446,0,0.740533,0.105314,0.27328,28.11082,63.14412,555.375242,27999.532293,-27444.157051,1.997753,100.717742,-98.719989,419.848662,1.510247,21012.631606,0.773333,58,0.123153,25,0.876847,178,0.226667,17,0.698795,0.773333,0.734177,0.630603,0.907586,0.763704,0.805755,0.066645,0.933355,0.194245,0.811325,0.805755,0.807615,0.742048,0.920197,0.818493,0.809423,0.805755,7.913,0.001,7.873699,0.001093,7873.699,1.093,3684508,2078977,237768,90.647482,35.071942,?,31,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,4,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.095,2499,278,227,51,0,81.654676,18.345324,0,0.755201,0.099409,0.266537,26.534599,61.586141,555.375242,26920.696629,-26365.321388,1.997753,96.837038,-94.839286,428.298177,1.540641,21435.513867,0.72,54,0.103448,21,0.896552,182,0.28,21,0.72,0.72,0.72,0.616552,0.8711,0.741284,0.816547,0.062247,0.937753,0.183453,0.818148,0.816547,0.817137,0.754861,0.924568,0.829889,0.819063,0.816547,9.189,0.003,9.142824,0.002468,9142.824,2.468,4373011,2078977,237768,91.007194,33.81295,?,44,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,5,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.095,2499,278,232,46,0,83.453237,16.546763,0,0.778949,0.094938,0.255493,25.341253,59.034242,555.375242,20486.608685,-19931.233444,1.997753,73.692837,-71.695084,432.05276,1.554147,21623.423606,0.813333,61,0.08867,18,0.91133,185,0.186667,14,0.772152,0.813333,0.792208,0.71314,0.911297,0.80571,0.834532,0.056174,0.943826,0.165468,0.835086,0.834532,0.834312,0.779099,0.937665,0.847122,0.834111,0.834532,8.927,0.001,8.875464,0.001278,8875.464,1.278,4120405,2078977,237768,93.165468,35.071942,?,40,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,6,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.095,2499,278,223,55,0,80.215827,19.784173,0,0.736457,0.108268,0.287114,28.899255,66.340559,555.375242,32292.848917,-31737.473676,1.997753,116.161327,-114.163574,418.407907,1.505064,20940.524515,0.693333,52,0.078818,16,0.921182,187,0.306667,23,0.764706,0.693333,0.727273,0.634523,0.850181,0.732315,0.802158,0.065261,0.934739,0.197842,0.808205,0.802158,0.802663,0.738503,0.912437,0.796475,0.80374,0.802158,7.317,0.001,7.284594,0.000952,7284.594,0.952,3617687,2078977,237768,88.848921,31.834532,?,30,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,7,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.095,2499,278,230,48,0,82.733813,17.266187,0,0.769693,0.099297,0.275167,26.502957,63.575485,555.466898,37630.467027,-37075.000129,1.998082,135.361392,-133.36331,431.025318,1.550451,21572.395365,0.76,57,0.068966,14,0.931034,189,0.24,18,0.802817,0.76,0.780822,0.703338,0.859967,0.730531,0.827338,0.057731,0.942269,0.172662,0.829528,0.827338,0.827537,0.770287,0.908805,0.797451,0.828134,0.827338,9.307,0.001,9.258047,0.00134,9258.047,1.34,4160265,2078977,237768,87.410072,31.205036,?,40,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,8,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.0951,2500,277,237,40,0,85.559567,14.440433,0,0.807227,0.097597,0.266752,26.049476,61.63124,553.468209,30130.716427,-29577.248218,1.99808,108.77515,-106.777069,430.323774,1.553515,21537.281524,0.826667,62,0.084158,17,0.915842,185,0.173333,13,0.78481,0.826667,0.805195,0.730738,0.891518,0.73222,0.855596,0.048969,0.951031,0.144404,0.859248,0.855596,0.856806,0.808428,0.918478,0.811264,0.857438,0.855596,9.763,0.002,9.708898,0.001587,9708.898,1.587,4503959,2079806,236939,89.891697,34.205776,?,47,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,9,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.0951,2500,277,222,55,0,80.144404,19.855596,0,0.735324,0.104694,0.281527,27.940931,65.038168,553.588513,35496.241948,-34942.653435,1.998514,128.145278,-126.146763,420.082481,1.516543,21025.220829,0.689189,51,0.078818,16,0.921182,187,0.310811,23,0.761194,0.689189,0.723404,0.630683,0.89562,0.712191,0.801444,0.066038,0.933962,0.198556,0.807587,0.801444,0.801993,0.737616,0.908629,0.793671,0.802744,0.801444,7.891,0.001,7.856338,0.001078,7856.338,1.078,3738288,2079806,236939,88.086643,31.949458,?,32,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',2,10,weka.classifiers.rules.FURIA,'-F 3 -N 2.0 -O 2 -S 1 -p 0 -s 0',-6589312996832147161,20170922.0951,2500,277,235,42,0,84.837545,15.162455,0,0.797859,0.086114,0.252101,22.982239,58.240199,553.588513,25829.548048,-25275.959535,1.998514,93.247466,-91.248951,444.46579,1.60457,22245.610843,0.756757,56,0.068966,14,0.931034,189,0.243243,18,0.8,0.756757,0.777778,0.700304,0.902942,0.757,0.848375,0.050505,0.949495,0.151625,0.850302,0.848375,0.848614,0.798246,0.93118,0.836072,0.849447,0.848375,9.998,0.002,9.940974,0.001939,9940.974,1.939,4262662,2079806,236939,91.33574,32.942238,?,42,?,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20170922.0951,2499,278,237,41,0,85.251799,14.748201,0,0.802973,0.141331,0.246637,37.724646,56.987901,555.375242,188.969081,366.40616,1.997753,0.679745,1.318008,393.652021,1.416014,19701.539259,0.88,66,0.098522,20,0.901478,183,0.12,9,0.767442,0.88,0.819876,0.750405,0.951429,0.858756,0.852518,0.050427,0.949573,0.147482,0.85849,0.852518,0.85334,0.805342,0.961589,0.898172,0.853825,0.852518,1.278,0.021,1.265296,0.020747,1265.296,20.747,5489954,2078977,237768,98.920863,57.104317,?,?,-1,?,?,?,?,?,?,?
'Sound_Gestures: -C 2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100',1,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20170922.0951,2499,278,232,46,0,83.453237,16.546763,0,0.779033,0.146871,0.256964,39.197126,59.363575,555.587202,191.650099,363.937104,1.998515,0.689389,1.309126,383.958538,1.381146,19217.211714,0.824324,61,0.102941,21,0.897059,183,0.175676,13,0.743902,0.824324,0.782051,0.699136,0.92455,0.818521,0.834532,0.056286,0.943714,0.165468,0.838055,0.834532,0.835488,0.780328,0.958424,0.896348,0.835893,0.834532,1.271,0.014,1.256767,0.013892,1256.767,13.892,5537220,2078977,237768,99.280576,55.305755,?,?,-1,?,?,?,?,?,?,?
